Year,Regional code,Country,Number of issued,Number of issued_numerical,Travel certificate,Diplomacy,Public use,Passing,Short -term stay,Staying in medical care,Advanced profession,Employment,Employment_Professor,Employment_Art,Employment_religion,Employment_Report,Employment_Management / Management,Employment_Law accounting,Employment_Medical care,Employment_Research,Employment_Education,Employment_Technology,Employment_Humanities International,Employment_C corporate rotation,Employment_show,Employment_Skills,Ordinary,General_Cultural activity,General_Studying abroad,General_Arademy,General_Training,General_Family stay,General_Stifying 1 I,General_Steng 1,identification,Specific_housework employee,Specific_profit representative staff,Specific_working holiday,Specified_Amasport,"Specific_Japanese spouse, etc.","Specific_Permanent resident's spouse, etc.",Specified_Distingant,Specific_Others
2013,4500,Madagascar,117,12,0.0,9.0,6.0,0,73,3.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24,0.0,5.0,0.0,19,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2013,4540,Malawi,297,53,0.0,23.0,50.0,0,76,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,146,0.0,9.0,0.0,133,4.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0.0,0,2.0
2013,4580,Malaysia,70231,13952,0.0,37.0,287.0,335,67768,4.0,0.0,309,15.0,0.0,3.0,0.0,4.0,0.0,1.0,8.0,0.0,89.0,42.0,66.0,76,5.0,1452,51.0,667.0,0.0,405,252.0,68.0,9.0,39,0.0,0.0,0.0,1.0,24,1.0,6,7.0
2013,4620,Maldives,284,14,0.0,5.0,27.0,0,207,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,42,1.0,4.0,0.0,36,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0,0.0
2013,4660,Mari,111,27,0.0,24.0,25.0,0,41,0.0,0.0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,4,0.0,4.0,0.0,0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,1,4.0,2,0.0
2013,4700,Malta,4,0,0.0,0.0,0.0,0,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2013,4780,Mauritania,52,18,0.0,7.0,14.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17,0.0,0.0,1.0,15,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,4800,Mauritius,61,14,0.0,12.0,4.0,1,7,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1,1.0,30,0.0,0.0,0.0,29,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2013,4840,Mexico,680,10,0.0,10.0,2.0,1,8,0.0,0.0,188,10.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,18.0,133,0.0,448,24.0,145.0,0.0,213,23.0,43.0,0.0,23,0.0,0.0,0.0,0.0,22,0.0,1,0.0
2013,4920,Monaco,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,4960,Mongolia,11755,859,0.0,79.0,158.0,43,10122,2.0,0.0,50,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,25.0,2.0,4,2.0,1267,10.0,604.0,0.0,254,175.0,6.0,218.0,34,0.0,0.0,0.0,0.0,16,6.0,6,6.0
2013,4980,Moldoba,160,4,0.0,4.0,7.0,0,110,0.0,0.0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,0.0,22,0.0,3.0,0.0,18,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0,0.0
2013,4990,Montenegro,62,2,0.0,0.0,1.0,1,42,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.0,13,0.0,0.0,0.0,11,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,5040,Morocco,740,10,0.0,2.0,11.0,2,618,0.0,0.0,24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,2.0,80,7.0,23.0,0.0,45,5.0,0.0,0.0,3,0.0,0.0,0.0,0.0,2,0.0,0,1.0
2013,5080,Mozambique,453,97,0.0,35.0,66.0,2,136,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,211,0.0,6.0,0.0,205,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2013,5120,Oman,491,76,0.0,20.0,74.0,0,365,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,27,2.0,8.0,0.0,14,3.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2013,5160,Namibia,165,57,0.0,19.0,49.0,0,29,0.0,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,62,0.0,1.0,0.0,61,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,5200,Naure,34,3,0.0,2.0,2.0,0,29,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,5240,Nepal,11504,130,0.0,22.0,107.0,36,3127,6.0,0.0,926,7.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,22.0,4.0,10,852.0,7163,23.0,4889.0,0.0,216,1848.0,6.0,181.0,117,0.0,0.0,0.0,0.0,34,42.0,38,3.0
2013,5280,Netherlands,824,6,0.0,1.0,6.0,0,0,0.0,5.0,535,21.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,3.0,12.0,11.0,475,0.0,257,30.0,192.0,0.0,4,31.0,0.0,0.0,20,0.0,0.0,0.0,0.0,12,1.0,0,7.0
2013,5480,Vanuatsu,88,8,7.0,3.0,5.0,1,54,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,23,0.0,0.0,0.0,22,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,5540,new zealand,770,21,0.0,17.0,4.0,0,1,0.0,1.0,383,25.0,1.0,4.0,0.0,8.0,0.0,0.0,2.0,116.0,6.0,38.0,10.0,154,19.0,128,3.0,80.0,0.0,15,30.0,0.0,0.0,236,0.0,0.0,168.0,8.0,38,0.0,1,21.0
2013,5580,Nicaragua,224,12,0.0,8.0,2.0,9,119,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,71,0.0,2.0,0.0,69,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,2,0.0,3,0.0
2013,5620,Nigail,91,36,0.0,16.0,25.0,0,18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0.0,0.0,0.0,30,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2,0.0,0,0.0
2013,5660,Nigeria,1311,100,0.0,53.0,182.0,8,798,0.0,0.0,14,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3,0.0,231,4.0,31.0,0.0,175,21.0,0.0,0.0,25,0.0,0.0,0.0,0.0,10,10.0,3,2.0
2013,5780,Norway,329,28,0.0,4.0,3.0,0,25,0.0,0.0,104,3.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,80,0.0,172,11.0,152.0,0.0,1,8.0,0.0,0.0,21,0.0,0.0,18.0,0.0,2,0.0,0,1.0
2013,5830,Micronesia,471,158,0.0,16.0,17.0,183,225,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0.0,2.0,0.0,28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,5840,Marshall,151,32,0.0,23.0,20.0,15,74,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19,0.0,1.0,0.0,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,5850,Palao,681,301,0.0,5.0,8.0,493,152,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23,0.0,2.0,0.0,20,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,5860,Pakistan,5427,243,0.0,29.0,92.0,19,4314,1.0,0.0,189,7.0,0.0,1.0,0.0,23.0,0.0,0.0,6.0,0.0,14.0,113.0,8.0,1,16.0,618,14.0,81.0,0.0,215,308.0,0.0,0.0,165,2.0,0.0,0.0,0.0,31,45.0,73,14.0
2013,5910,Panama,467,42,0.0,11.0,10.0,26,366,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,38,0.0,6.0,0.0,29,3.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2013,5980,Papua New Guinea,476,80,0.0,14.0,38.0,14,293,0.0,0.0,4,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,112,0.0,9.0,0.0,98,5.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2013,6000,Paraguay,430,23,3.0,16.0,13.0,1,208,0.0,0.0,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,98,8.0,11.0,0.0,79,0.0,0.0,0.0,82,0.0,0.0,0.0,0.0,35,3.0,44,0.0
2013,6040,Peru,2690,133,0.0,26.0,32.0,56,1669,0.0,0.0,23,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15,1.0,161,12.0,33.0,0.0,106,1.0,0.0,9.0,723,0.0,0.0,0.0,0.0,83,59.0,580,1.0
2013,6080,Philippines,99258,16347,0.0,183.0,602.0,1200,81466,0.0,5.0,4042,35.0,1.0,28.0,0.0,0.0,0.0,0.0,7.0,27.0,307.0,160.0,662.0,2762,53.0,6392,27.0,370.0,0.0,668,319.0,795.0,4213.0,5368,17.0,0.0,0.0,1.0,2228,225.0,2572,325.0
2013,6160,Poland,653,10,0.0,0.0,0.0,0,25,0.0,0.0,431,14.0,14.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,20.0,8.0,362,0.0,183,24.0,119.0,0.0,16,17.0,7.0,0.0,14,0.0,0.0,0.0,0.0,11,0.0,0,3.0
2013,6200,Portugal,138,4,0.0,4.0,0.0,0,0,0.0,0.0,70,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,48,0.0,58,12.0,41.0,0.0,3,2.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0,0.0
2013,6240,Guinea Visau,11,1,0.0,2.0,1.0,0,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0,0.0
2013,6260,East Timor Democratic Republic,336,28,0.0,28.0,18.0,0,191,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,99,0.0,8.0,0.0,89,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,6340,Qatar,1046,71,0.0,101.0,130.0,2,766,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,42,0.0,2.0,0.0,39,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,6420,Romania,250,3,0.0,0.0,4.0,0,30,0.0,1.0,134,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,12.0,7.0,6.0,100,1.0,64,7.0,45.0,0.0,4,8.0,0.0,0.0,17,0.0,0.0,0.0,0.0,13,0.0,3,1.0
2013,6430,Russia,54948,2164,0.0,206.0,492.0,1179,50990,70.0,1.0,1421,71.0,37.0,0.0,2.0,3.0,0.0,0.0,8.0,0.0,11.0,71.0,10.0,1207,1.0,519,31.0,372.0,0.0,24,92.0,0.0,0.0,70,0.0,0.0,0.0,0.0,52,3.0,13,2.0
2013,6460,Rwanda,17,3,1.0,1.0,3.0,0,13,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,6590,St. Christopher Navis,61,7,0.0,1.0,0.0,0,54,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6,0.0,0.0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,6620,St. Lucia,28,1,1.0,0.0,1.0,0,11,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,15,0.0,0.0,0.0,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,6700,St. Vincent,15,1,0.0,0.0,1.0,0,4,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,9,0.0,0.0,0.0,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,6740,Sun Marino,2,0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,6780,Santa Principa,8,2,0.0,2.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,0.0,0.0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,6820,Saudi Arabia,4116,516,0.0,167.0,103.0,1,3486,0.0,0.0,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,10.0,43,0.0,285,8.0,122.0,0.0,52,101.0,2.0,0.0,8,0.0,0.0,0.0,0.0,2,0.0,0,6.0
2013,6860,Senegal,370,51,0.0,45.0,21.0,0,155,0.0,0.0,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10,0.0,133,0.0,22.0,0.0,109,2.0,0.0,0.0,3,0.0,0.0,0.0,0.0,1,2.0,0,0.0
2013,6880,Serbia,107,5,0.0,4.0,1.0,0,2,0.0,0.0,48,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,32,0.0,50,2.0,16.0,0.0,28,4.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0,1.0
2013,6900,Saechel,46,11,0.0,8.0,9.0,1,22,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6,0.0,0.0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,6940,Sierra Leone,84,18,1.0,11.0,11.0,0,19,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,41,0.0,2.0,0.0,37,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7020,Singapore,494,6,0.0,3.0,3.0,0,1,0.0,0.0,219,6.0,0.0,10.0,1.0,4.0,0.0,0.0,1.0,21.0,33.0,75.0,48.0,20,0.0,243,5.0,173.0,0.0,11,54.0,0.0,0.0,25,1.0,0.0,0.0,0.0,21,0.0,0,3.0
2013,7030,Slovakia,196,0,1.0,0.0,16.0,0,0,0.0,1.0,129,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,117,1.0,45,5.0,27.0,0.0,11,2.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0,0.0
2013,7040,Vietnam,65305,766,0.0,5.0,69.0,547,36205,5.0,0.0,1497,33.0,0.0,16.0,5.0,2.0,0.0,1.0,11.0,0.0,737.0,137.0,343.0,181,31.0,26317,58.0,13838.0,0.0,1238,788.0,835.0,9560.0,660,1.0,0.0,0.0,0.0,217,166.0,266,10.0
2013,7050,Slovenia,67,0,0.0,0.0,0.0,0,0,4.0,0.0,41,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,26,2.0,22,2.0,14.0,0.0,1,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7060,Somalia,20,11,9.0,11.0,2.0,0,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7100,Republic of South Africa,4780,595,24.0,166.0,113.0,19,4212,0.0,0.0,151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,11.0,11.0,86,3.0,106,1.0,5.0,0.0,82,18.0,0.0,0.0,13,0.0,0.0,0.0,0.0,3,0.0,0,10.0
2013,7160,Zimbabwe,396,43,0.0,28.0,71.0,1,181,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,0.0,106,3.0,12.0,0.0,83,8.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0,1.0
2013,7240,Spain,1417,5,0.0,1.0,6.0,0,2,0.0,0.0,1058,34.0,37.0,2.0,1.0,8.0,0.0,0.0,4.0,3.0,25.0,22.0,22.0,887,13.0,311,51.0,223.0,0.0,3,31.0,3.0,0.0,39,0.0,0.0,0.0,0.0,30,0.0,3,6.0
2013,7280,South Sudan,121,33,0.0,22.0,19.0,0,12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,68,0.0,3.0,0.0,65,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7290,Sudan,422,40,3.0,31.0,43.0,0,207,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,139,2.0,8.0,0.0,119,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7400,Slinum,6,0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,5,0.0,1.0,0.0,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7480,Swaji Land,219,60,0.0,53.0,112.0,0,20,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,34,0.0,0.0,0.0,34,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7520,Sweden,935,537,0.0,11.0,2.0,0,12,0.0,0.0,373,11.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,9.0,21.0,51.0,265,6.0,509,18.0,435.0,0.0,2,54.0,0.0,0.0,28,0.0,0.0,0.0,0.0,25,0.0,1,2.0
2013,7560,Switzerland,478,4,0.0,0.0,9.0,0,2,0.0,0.0,305,20.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,17.0,6.0,245,1.0,143,12.0,108.0,0.0,1,22.0,0.0,0.0,19,0.0,0.0,0.0,0.0,15,0.0,0,4.0
2013,7600,Syria,539,8,0.0,2.0,1.0,0,504,0.0,0.0,11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2,0.0,17,0.0,4.0,0.0,0,13.0,0.0,0.0,4,0.0,0.0,0.0,0.0,4,0.0,0,0.0
2013,7620,Tajikistan,174,0,0.0,8.0,3.0,0,57,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,105,1.0,17.0,0.0,73,14.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7640,Thailand,183684,15111,0.0,3.0,22.0,847,174768,4.0,1.0,1681,74.0,1.0,60.0,0.0,5.0,0.0,0.0,10.0,0.0,94.0,82.0,334.0,886,135.0,5636,104.0,1591.0,0.0,1231,121.0,1011.0,1578.0,722,8.0,0.0,0.0,0.0,579,37.0,85,13.0
2013,7680,Togo,100,31,2.0,13.0,27.0,1,37,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,22,0.0,1.0,0.0,21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7760,Tonga,195,43,0.0,4.0,15.0,8,113,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,50,0.0,14.0,0.0,36,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1,0.0,0,1.0
2013,7800,Republic of Trinidad and Tobago,448,32,0.0,5.0,16.0,13,394,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,8,0.0,7,0.0,1.0,0.0,4,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7840,United Arab Emirates,2678,477,1.0,128.0,60.0,0,2470,0.0,4.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0,10,1.0,8.0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7880,Tunisia,82,6,0.0,5.0,2.0,0,0,0.0,0.0,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3,1.0,59,2.0,14.0,0.0,41,2.0,0.0,0.0,8,0.0,0.0,0.0,0.0,1,1.0,0,6.0
2013,7920,Turkey,426,6,0.0,1.0,5.0,2,78,0.0,0.0,84,10.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,28.0,24,10.0,232,11.0,84.0,0.0,83,52.0,2.0,0.0,24,0.0,0.0,0.0,0.0,20,0.0,1,3.0
2013,7950,Torque menistan,238,1,0.0,37.0,49.0,0,133,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19,0.0,4.0,0.0,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,7980,Tsubaru,33,5,0.0,4.0,3.0,0,16,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10,0.0,0.0,0.0,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,8000,Uganda,608,44,0.0,40.0,92.0,1,355,0.0,0.0,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1,0.0,109,2.0,15.0,0.0,89,3.0,0.0,0.0,4,0.0,0.0,0.0,0.0,4,0.0,0,0.0
2013,8040,Ukraine,4603,138,0.0,19.0,23.0,28,3684,3.0,0.0,721,17.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,4.0,3.0,681,1.0,102,7.0,46.0,0.0,31,18.0,0.0,0.0,23,0.0,0.0,0.0,0.0,15,1.0,6,1.0
2013,8070,Former Macedonia Yugoslavia Republic,84,3,0.0,3.0,0.0,0,0,0.0,0.0,44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0.0,36,1.0,3.0,0.0,31,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,8072,Yugoslavia Socialist Federal Republic,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,8180,Egypt,3304,185,0.0,49.0,111.0,7,2362,0.0,0.0,99,30.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,59,0.0,665,115.0,91.0,0.0,167,292.0,0.0,0.0,11,0.0,0.0,0.0,0.0,10,1.0,0,0.0
2013,8260,British,6253,148,0.0,3.0,15.0,0,49,0.0,2.0,4836,190.0,13.0,8.0,2.0,18.0,0.0,0.0,18.0,246.0,60.0,383.0,85.0,3780,33.0,626,50.0,407.0,0.0,4,165.0,0.0,0.0,722,0.0,0.0,551.0,1.0,133,2.0,1,34.0
2013,8261,UK's directly under the UK,13,0,0.0,0.0,0.0,0,11,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,8262,British territories,2,0,0.0,0.0,0.0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,8263,British (other),0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
2013,8264,British protection,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
